1041, 215, 1055, 219, 3
1021, 734, 1048, 750, 3
1026, 756, 1053, 764, 3
1025, 762, 1056, 770, 3
1007, 767, 1031, 774, 3
131, 200, 143, 204, 3
1047, 206, 1051, 208, 3
1023, 204, 1028, 206, 3
1012, 202, 1019, 206, 3
992, 200, 997, 204, 3
984, 203, 991, 206, 3
1021, 217, 1025, 220, 3
1007, 214, 1011, 217, 3
1000, 218, 1003, 220, 3
954, 214, 959, 216, 3
947, 220, 951, 222, 3
871, 217, 875, 220, 3
797, 197, 799, 200, 3
779, 226, 782, 229, 3
701, 228, 705, 230, 3
662, 235, 666, 238, 3
682, 230, 695, 234, 3
680, 228, 684, 231, 3
678, 207, 683, 210, 3
671, 205, 676, 208, 3
640, 208, 644, 210, 3
642, 199, 647, 202, 3
622, 206, 626, 209, 3
636, 230, 640, 232, 3
816, 675, 819, 679, 3
826, 672, 831, 675, 3
847, 803, 850, 807, 3
848, 807, 851, 812, 3
849, 812, 852, 817, 3
851, 818, 854, 822, 3
70, 232, 76, 235, 3
18, 328, 22, 336, 3
15, 328, 18, 336, 3
370, 232, 375, 234, 3
332, 210, 337, 212, 3
323, 233, 325, 235, 3
293, 230, 297, 233, 3
365, 234, 372, 237, 3
378, 208, 383, 210, 3
356, 198, 360, 200, 3
391, 207, 396, 209, 3
379, 232, 383, 234, 3
395, 209, 399, 212, 3
432, 230, 438, 232, 3
866, 772, 890, 782, 3
1002, 743, 1024, 751, 3
60, 332, 64, 337, 3
888, 766, 912, 776, 3
907, 760, 935, 771, 3
932, 756, 958, 765, 3
955, 751, 980, 762, 3
976, 746, 1003, 757, 3
868, 790, 895, 799, 3
892, 785, 917, 793, 3
912, 778, 939, 789, 3
935, 775, 961, 784, 3
960, 769, 982, 778, 3
983, 764, 1006, 773, 3
1004, 762, 1029, 769, 3
872, 793, 901, 803, 3
895, 789, 918, 797, 3
915, 785, 940, 793, 3
940, 779, 962, 788, 3
961, 776, 984, 782, 3
984, 769, 1009, 778, 3
888, 833, 910, 843, 3
909, 829, 934, 837, 3
933, 828, 947, 833, 3
946, 825, 956, 831, 3
953, 820, 979, 828, 3
978, 815, 1001, 823, 3
1000, 809, 1024, 819, 3
846, 802, 850, 807, 3
462, 206, 468, 208, 3
440, 234, 446, 238, 3
450, 231, 454, 234, 3
505, 232, 509, 234, 3
702, 206, 707, 210, 3
438, 208, 442, 210, 3
227, 233, 230, 235, 3
285, 234, 290, 237, 3
217, 229, 221, 233, 3
735, 206, 741, 211, 3
655, 198, 661, 202, 3
317, 206, 320, 208, 3
277, 234, 280, 236, 3
202, 209, 208, 213, 3
189, 230, 196, 234, 3
71, 238, 74, 239, 3
718, 204, 722, 207, 3
316, 199, 318, 200, 3
719, 231, 723, 234, 3
561, 232, 566, 235, 3
491, 208, 494, 211, 3
447, 210, 453, 211, 3
432, 232, 436, 234, 3
426, 201, 431, 204, 3
67, 310, 72, 313, 3
802, 224, 806, 227, 3
557, 235, 561, 237, 3
245, 209, 250, 212, 3
545, 230, 549, 232, 3
662, 196, 670, 200, 3
344, 206, 346, 207, 3
213, 207, 215, 208, 3
63, 329, 65, 331, 3
823, 207, 828, 210, 3
408, 235, 412, 239, 3
708, 379, 713, 383, 3
721, 229, 725, 231, 3
421, 230, 425, 232, 3
401, 231, 406, 235, 3
298, 233, 312, 237, 3
64, 326, 69, 329, 3
476, 229, 482, 233, 3
419, 209, 424, 211, 3
707, 203, 712, 207, 3
265, 229, 270, 233, 3
878, 200, 880, 201, 3
706, 231, 710, 234, 3
686, 272, 690, 276, 3
477, 207, 484, 210, 3
354, 208, 359, 211, 3
873, 204, 875, 206, 3
515, 235, 519, 237, 3
411, 206, 417, 209, 3
202, 235, 209, 238, 3
70, 294, 73, 295, 3
69, 296, 74, 298, 3
465, 209, 470, 211, 3
462, 230, 469, 234, 3
676, 198, 681, 200, 3
511, 233, 514, 235, 3
356, 230, 360, 232, 3
166, 232, 171, 234, 3
138, 235, 144, 237, 3
175, 232, 180, 235, 3
187, 233, 189, 235, 3
70, 301, 72, 303, 3
504, 201, 509, 203, 3
68, 307, 71, 309, 3
429, 234, 432, 236, 3
298, 232, 301, 234, 3
237, 231, 242, 233, 3
498, 230, 501, 232, 3
582, 229, 587, 232, 3
502, 207, 506, 209, 3
295, 209, 301, 210, 3
532, 199, 547, 203, 3
780, 221, 796, 227, 3
305, 209, 309, 213, 3
290, 232, 294, 236, 3
175, 208, 180, 211, 3
674, 233, 676, 235, 3
556, 231, 560, 233, 3
481, 199, 484, 201, 3
978, 212, 996, 216, 3
344, 234, 350, 239, 3
775, 223, 779, 225, 3
578, 232, 581, 236, 3
518, 209, 522, 211, 3
361, 238, 365, 241, 3
135, 230, 141, 233, 3
