947, 422, 955, 428, 3
943, 314, 955, 319, 3
503, 598, 506, 603, 3
639, 620, 642, 621, 3
752, 4, 759, 7, 3
803, 233, 812, 241, 3
814, 237, 822, 245, 3
812, 233, 821, 241, 3
823, 250, 832, 260, 3
829, 259, 838, 268, 3
832, 258, 841, 266, 3
835, 256, 843, 264, 3
827, 242, 836, 250, 3
836, 247, 845, 256, 3
835, 251, 844, 261, 3
838, 264, 847, 272, 3
837, 266, 845, 275, 3
850, 264, 859, 272, 3
844, 265, 853, 273, 3
844, 253, 852, 262, 3
807, 537, 813, 546, 3
809, 544, 814, 555, 3
788, 550, 793, 559, 3
787, 558, 792, 568, 3
798, 554, 802, 566, 3
813, 553, 818, 564, 3
817, 550, 823, 562, 3
815, 552, 820, 562, 3
845, 541, 853, 552, 3
803, 555, 812, 559, 3
799, 548, 808, 553, 3
804, 558, 813, 562, 3
806, 564, 813, 568, 3
804, 561, 813, 565, 3
825, 555, 831, 558, 3
809, 572, 820, 578, 3
838, 520, 845, 529, 3
842, 519, 848, 528, 3
779, 473, 789, 479, 3
768, 472, 780, 478, 3
760, 475, 769, 479, 3
780, 475, 791, 482, 3
785, 478, 795, 482, 3
786, 492, 797, 498, 3
795, 490, 800, 501, 3
811, 498, 815, 508, 3
808, 491, 813, 499, 3
810, 490, 816, 500, 3
813, 490, 819, 498, 3
823, 501, 832, 507, 3
823, 505, 833, 510, 3
820, 493, 830, 500, 3
757, 471, 767, 476, 3
769, 466, 780, 471, 3
778, 460, 782, 469, 3
780, 459, 786, 469, 3
783, 457, 790, 469, 3
796, 454, 803, 465, 3
803, 455, 808, 465, 3
745, 464, 756, 470, 3
748, 466, 758, 472, 3
749, 469, 759, 474, 3
748, 477, 759, 482, 3
807, 457, 810, 465, 3
810, 455, 814, 464, 3
812, 462, 820, 466, 3
814, 464, 822, 468, 3
814, 467, 824, 472, 3
794, 505, 804, 510, 3
795, 509, 806, 513, 3
820, 513, 829, 517, 3
822, 515, 830, 521, 3
834, 522, 842, 531, 3
831, 524, 838, 531, 3
826, 540, 833, 544, 3
797, 520, 808, 525, 3
800, 541, 810, 545, 3
826, 557, 835, 561, 3
895, 527, 902, 538, 3
895, 519, 902, 530, 3
898, 517, 905, 527, 3
901, 517, 907, 527, 3
936, 388, 943, 395, 3
938, 390, 946, 397, 3
938, 393, 947, 401, 3
932, 384, 939, 391, 3
934, 386, 941, 393, 3
943, 395, 950, 402, 3
904, 359, 913, 366, 3
908, 363, 916, 370, 3
894, 370, 902, 378, 3
890, 367, 897, 373, 3
892, 369, 899, 375, 3
897, 373, 904, 379, 3
900, 375, 907, 381, 3
903, 377, 908, 382, 3
889, 364, 895, 371, 3
915, 369, 922, 376, 3
893, 348, 901, 357, 3
898, 352, 907, 361, 3
880, 340, 887, 345, 3
883, 341, 890, 348, 3
869, 350, 876, 356, 3
873, 354, 881, 360, 3
876, 355, 883, 363, 3
918, 372, 926, 380, 3
817, 299, 826, 303, 3
828, 293, 838, 299, 3
816, 296, 826, 300, 3
824, 298, 835, 302, 3
830, 299, 839, 304, 3
