1022, 390, 1033, 400, 3
1039, 415, 1053, 421, 3
1040, 462, 1053, 468, 3
118, 73, 129, 82, 3
159, 69, 172, 76, 3
159, 77, 170, 83, 3
156, 88, 166, 96, 3
116, 49, 121, 55, 3
75, 28, 79, 34, 3
45, 89, 50, 98, 3
197, 80, 199, 85, 3
999, 47, 1005, 58, 3
995, 42, 1003, 51, 3
1005, 61, 1011, 68, 3
1005, 68, 1010, 74, 3
994, 76, 1003, 82, 3
962, 81, 971, 92, 3
307, 195, 315, 206, 3
313, 197, 320, 207, 3
77, 218, 88, 226, 3
156, 339, 159, 344, 3
147, 359, 152, 366, 3
235, 352, 244, 370, 3
411, 359, 418, 364, 3
418, 357, 424, 363, 3
876, 352, 888, 360, 3
896, 375, 909, 385, 3
947, 290, 953, 299, 3
954, 299, 961, 309, 3
934, 295, 945, 303, 3
952, 238, 963, 246, 3
920, 421, 928, 429, 3
911, 421, 917, 431, 3
902, 422, 911, 431, 3
898, 421, 905, 429, 3
884, 437, 893, 448, 3
941, 481, 950, 487, 3
908, 575, 913, 589, 3
891, 587, 899, 596, 3
969, 598, 983, 604, 3
715, 465, 721, 473, 3
698, 458, 703, 464, 3
151, 473, 155, 483, 3
130, 560, 134, 567, 3
790, 416, 799, 425, 3
778, 969, 788, 974, 3
764, 955, 770, 967, 3
729, 932, 733, 937, 3
847, 1033, 856, 1044, 3
114, 88, 124, 96, 3
969, 186, 978, 198, 3
911, 130, 921, 139, 3
303, 224, 313, 239, 3
987, 308, 998, 316, 3
933, 302, 940, 308, 3
850, 460, 859, 469, 3
651, 484, 656, 498, 3
516, 651, 523, 659, 3
509, 647, 513, 654, 3
529, 685, 534, 692, 3
755, 928, 762, 935, 3
795, 990, 802, 995, 3
837, 1033, 849, 1051, 3
576, 996, 585, 1007, 3
1013, 124, 1020, 134, 3
885, 521, 890, 531, 3
880, 522, 885, 528, 3
