398, 331, 409, 340, 3
421, 332, 428, 341, 3
422, 321, 430, 331, 3
429, 313, 439, 321, 3
420, 302, 430, 309, 3
440, 307, 453, 313, 3
453, 304, 465, 310, 3
464, 300, 477, 306, 3
478, 295, 492, 301, 3
488, 288, 502, 293, 3
458, 278, 466, 289, 3
448, 263, 457, 273, 3
461, 258, 467, 268, 3
476, 262, 479, 267, 3
480, 261, 484, 266, 3
492, 268, 504, 275, 3
550, 525, 561, 534, 3
382, 492, 390, 501, 3
243, 832, 257, 836, 3
348, 824, 356, 829, 3
306, 816, 311, 823, 3
312, 816, 317, 822, 3
421, 264, 428, 274, 3
387, 468, 395, 477, 3
243, 854, 253, 859, 3
339, 827, 344, 830, 3
318, 818, 322, 824, 3
254, 852, 265, 856, 3
279, 832, 290, 837, 3
