13, 246, 18, 251, 3
40, 230, 45, 233, 3
64, 240, 77, 247, 3
78, 191, 84, 195, 3
75, 273, 81, 277, 3
101, 284, 106, 287, 3
132, 259, 137, 263, 3
149, 262, 155, 266, 3
147, 265, 153, 269, 3
164, 273, 170, 277, 3
194, 278, 200, 281, 3
227, 270, 233, 273, 3
282, 252, 287, 257, 3
268, 255, 274, 259, 3
295, 243, 301, 248, 3
324, 217, 328, 221, 3
354, 207, 358, 213, 3
353, 182, 358, 187, 3
337, 200, 342, 206, 3
365, 159, 369, 165, 3
389, 134, 392, 139, 3
376, 122, 383, 133, 3
431, 118, 434, 123, 3
428, 148, 431, 153, 3
430, 166, 433, 172, 3
434, 166, 436, 170, 3
443, 206, 447, 211, 3
460, 248, 465, 253, 3
493, 293, 495, 300, 3
488, 299, 490, 305, 3
485, 310, 488, 315, 3
392, 392, 402, 396, 3
327, 384, 340, 392, 3
330, 382, 335, 385, 3
295, 368, 300, 372, 3
271, 361, 276, 364, 3
254, 354, 260, 358, 3
160, 300, 165, 305, 3
309, 306, 316, 318, 3
344, 284, 348, 289, 3
353, 265, 357, 270, 3
278, 437, 282, 442, 3
260, 477, 265, 484, 3
228, 471, 232, 477, 3
227, 483, 231, 488, 3
252, 487, 256, 493, 3
246, 490, 250, 496, 3
198, 522, 203, 528, 3
166, 579, 170, 585, 3
134, 617, 138, 623, 3
164, 628, 169, 634, 3
108, 658, 112, 664, 3
55, 743, 60, 748, 3
63, 764, 68, 770, 3
26, 815, 31, 822, 3
17, 835, 22, 841, 3
839, 647, 849, 656, 3
854, 666, 866, 673, 3
730, 745, 742, 749, 3
771, 808, 775, 820, 3
801, 734, 807, 743, 3
780, 661, 786, 669, 3
202, 13, 206, 22, 3
311, 21, 319, 29, 3
257, 149, 262, 154, 3
279, 131, 285, 137, 3
292, 121, 297, 127, 3
201, 25, 208, 33, 3
246, 163, 250, 166, 3
249, 160, 253, 163, 3
227, 234, 235, 239, 3
130, 117, 133, 122, 3
85, 61, 87, 65, 3
75, 50, 81, 53, 3
69, 62, 73, 66, 3
363, 53, 368, 62, 3
464, 93, 468, 99, 3
462, 20, 465, 25, 3
429, 11, 432, 15, 3
689, 55, 693, 62, 3
890, 133, 933, 171, 3
742, 483, 784, 525, 3
93, 27, 105, 36, 3
473, 156, 476, 160, 3
121, 257, 127, 261, 3
