44, 1070, 54, 1076, 3
185, 63, 194, 70, 3
206, 70, 215, 75, 3
206, 74, 215, 81, 3
221, 71, 228, 80, 3
211, 2, 220, 10, 3
140, 207, 144, 213, 3
139, 212, 145, 221, 3
238, 251, 244, 255, 3
243, 256, 249, 261, 3
311, 219, 320, 228, 3
373, 204, 382, 217, 3
1024, 199, 1030, 202, 3
865, 307, 872, 323, 3
781, 807, 785, 813, 3
786, 812, 791, 818, 3
783, 794, 789, 802, 3
1022, 36, 1029, 46, 3
737, 1027, 741, 1032, 3
734, 1026, 738, 1031, 3
731, 1024, 735, 1030, 3
728, 1022, 732, 1027, 3
711, 954, 714, 959, 3
714, 947, 718, 952, 3
717, 940, 721, 945, 3
735, 915, 739, 921, 3
738, 910, 741, 915, 3
742, 912, 746, 918, 3
741, 919, 744, 924, 3
648, 896, 652, 903, 3
746, 895, 749, 900, 3
750, 890, 753, 895, 3
748, 895, 752, 901, 3
781, 817, 800, 831, 3
734, 631, 739, 637, 3
526, 1015, 532, 1025, 3
485, 1061, 499, 1069, 3
575, 1024, 579, 1030, 3
546, 53, 555, 60, 3
603, 43, 612, 52, 3
630, 48, 639, 54, 3
759, 189, 761, 193, 3
656, 157, 660, 163, 3
604, 185, 610, 195, 3
341, 288, 345, 294, 3
328, 321, 336, 331, 3
517, 274, 527, 282, 3
755, 298, 767, 303, 3
773, 289, 783, 295, 3
850, 291, 861, 300, 3
444, 359, 455, 365, 3
425, 379, 435, 389, 3
322, 366, 334, 377, 3
8, 473, 17, 480, 3
651, 864, 655, 869, 3
662, 849, 671, 863, 3
656, 823, 660, 828, 3
700, 733, 703, 738, 3
696, 256, 704, 265, 3
521, 556, 526, 562, 3
472, 697, 479, 706, 3
477, 687, 484, 697, 3
468, 707, 476, 716, 3
483, 673, 489, 677, 3
462, 722, 469, 731, 3
521, 688, 526, 692, 3
458, 733, 464, 742, 3
401, 718, 415, 724, 3
444, 762, 450, 772, 3
385, 894, 393, 900, 3
353, 985, 357, 992, 3
292, 1016, 299, 1025, 3
170, 725, 177, 733, 3
219, 609, 225, 618, 3
196, 1056, 202, 1067, 3
257, 913, 263, 918, 3
13, 742, 19, 752, 3
69, 729, 78, 733, 3
62, 684, 72, 690, 3
56, 685, 65, 691, 3
28, 817, 36, 831, 3
32, 1038, 36, 1044, 3
85, 773, 98, 783, 3
118, 769, 132, 780, 3
384, 559, 386, 563, 3
691, 781, 701, 800, 3
686, 804, 690, 811, 3
725, 840, 730, 846, 3
700, 494, 710, 501, 3
998, 387, 1011, 397, 3
134, 79, 140, 85, 3
222, 62, 230, 71, 3
160, 166, 166, 174, 3
148, 193, 154, 202, 3
132, 217, 138, 226, 3
185, 298, 192, 305, 3
193, 307, 227, 318, 3
251, 285, 257, 291, 3
792, 480, 801, 492, 3
450, 12, 474, 56, 3
832, 119, 843, 124, 3
985, 195, 991, 203, 3
676, 191, 685, 201, 3
708, 327, 714, 331, 3
416, 361, 426, 372, 3
597, 916, 607, 929, 3
619, 870, 627, 883, 3
642, 814, 651, 818, 3
656, 762, 688, 788, 3
602, 701, 612, 705, 3
682, 706, 691, 715, 3
680, 546, 686, 559, 3
512, 411, 522, 421, 3
463, 464, 470, 476, 3
459, 683, 470, 691, 3
496, 678, 504, 683, 3
298, 943, 311, 953, 3
277, 1032, 285, 1037, 3
706, 515, 712, 524, 3
693, 553, 699, 559, 3
55, 705, 62, 710, 3
47, 749, 61, 758, 3
46, 767, 56, 775, 3
211, 607, 220, 621, 3
731, 828, 738, 838, 3
1034, 24, 1047, 38, 3
997, 10, 1007, 20, 3
1055, 128, 1064, 135, 3
961, 138, 970, 149, 3
974, 145, 987, 155, 3
995, 192, 1001, 199, 3
1038, 243, 1051, 250, 3
805, 236, 815, 241, 3
799, 259, 808, 265, 3
789, 279, 799, 285, 3
860, 293, 865, 301, 3
859, 411, 867, 419, 3
857, 427, 864, 436, 3
813, 531, 821, 538, 3
782, 615, 790, 624, 3
778, 679, 788, 690, 3
800, 805, 809, 811, 3
